Location_ID,Location_Name_PT,ISO_3166_1,Country_Region_PT,Adm1_Name_PT,Adm2_Name_PT,Timezone,Latitude,Longitude
852E3,Pinheirinho do Vale,BR,Brazil,Rio Grande do Sul,Pinheirinho do Vale,America/Sao_Paulo,-27.21000,-53.61195
3CAE5,Ipira,BR,Brazil,Santa Catarina,Ipira,America/Sao_Paulo,-27.40389,-51.77278
8700A,Quatro Pontes,BR,Brazil,Paraná,Quatro Pontes,America/Sao_Paulo,-24.57500,-53.97694
C1C10,Barra do Ouro,BR,Brazil,Tocantins,Barra do Ouro,America/Araguaina,-7.68889,-47.68278
D0577,São Miguel do Passa-Quatro,BR,Brazil,Goiás,São Miguel do Passa-Quatro,America/Sao_Paulo,-17.05889,-48.66278
1DDCF,Ibiaçá,BR,Brazil,Rio Grande do Sul,Ibiaçá,America/Sao_Paulo,-28.05694,-51.85500
61E2A,Arraial,BR,Brazil,Piauí,Arraial,America/Fortaleza,-6.65500,-42.53194
6CFEA,Lindóia do Sul,BR,Brazil,Santa Catarina,Lindóia do Sul,America/Sao_Paulo,-27.05278,-52.06694
EEACD,São Roberto,BR,Brazil,Maranhão,São Roberto,America/Fortaleza,-5.02083,-44.99083
B3248,Jerumenha,BR,Brazil,Piauí,Jerumenha,America/Fortaleza,-7.08778,-43.51000
69C0C,Vargem Bonita,BR,Brazil,Santa Catarina,Vargem Bonita,America/Sao_Paulo,-27.00695,-51.74000
73E37,Pindorama do Tocantins,BR,Brazil,Tocantins,Pindorama do Tocantins,America/Araguaina,-11.13889,-47.57889
613B0,Dom Macedo Costa,BR,Brazil,Bahia,Dom Macedo Costa,America/Bahia,-12.90500,-39.19278
9B713,Riozinho,BR,Brazil,Rio Grande do Sul,Riozinho,America/Sao_Paulo,-29.64083,-50.45278
59ED8,Aiquara,BR,Brazil,Bahia,Aiquara,America/Bahia,-14.12889,-39.88778
522A6,Lagoa do Sítio,BR,Brazil,Piauí,Lagoa do Sítio,America/Fortaleza,-6.51278,-41.58389
E6BE3,Catingueira,BR,Brazil,Paraíba,Catingueira,America/Fortaleza,-7.12583,-37.60889
1EB19,Fortaleza dos Valos,BR,Brazil,Rio Grande do Sul,Fortaleza dos Valos,America/Sao_Paulo,-28.79694,-53.22278
A4963,Jatobá do Piauí,BR,Brazil,Piauí,Jatobá do Piauí,America/Fortaleza,-4.77083,-41.81778
A5084,Sebastião Leal,BR,Brazil,Piauí,Sebastião Leal,America/Fortaleza,-7.56583,-44.06389
68D75,Nova Guarita,BR,Brazil,Mato Grosso,Nova Guarita,America/Cuiaba,-10.31583,-55.41000
D10EC,São João da Urtiga,BR,Brazil,Rio Grande do Sul,São João da Urtiga,America/Sao_Paulo,-27.82000,-51.82778
87032,Tabaí,BR,Brazil,Rio Grande do Sul,Tabaí,America/Sao_Paulo,-29.64278,-51.68195
2E730,Cafezal do Sul,BR,Brazil,Paraná,Cafezal do Sul,America/Sao_Paulo,-23.90195,-53.51278
6B231,São José do Hortêncio,BR,Brazil,Rio Grande do Sul,São José do Hortêncio,America/Sao_Paulo,-29.52778,-51.25083
381C4,Diamante d'Oeste,BR,Brazil,Paraná,Diamante d'Oeste,America/Sao_Paulo,-24.94278,-54.10278
F30A0,Marquinho,BR,Brazil,Paraná,Marquinho,America/Sao_Paulo,-25.11278,-52.25389
615AF,Indianópolis,BR,Brazil,Paraná,Indianópolis,America/Sao_Paulo,-23.47583,-52.69584
4D89F,Aguiarnópolis,BR,Brazil,Tocantins,Aguiarnópolis,America/Araguaina,-6.56278,-47.46583
16988,Teixeirópolis,BR,Brazil,Rondônia,Teixeirópolis,America/Porto_Velho,-10.91750,-62.24944
4D685,Francinópolis,BR,Brazil,Piauí,Francinópolis,America/Fortaleza,-6.39583,-42.26194
B912C,Curralinhos,BR,Brazil,Piauí,Curralinhos,America/Fortaleza,-5.58278,-42.77778
E4F2F,Itaguajé,BR,Brazil,Paraná,Itaguajé,America/Sao_Paulo,-22.61778,-51.96583
5B06,Cruzeiro do Sul,BR,Brazil,Paraná,Cruzeiro do Sul,America/Sao_Paulo,-22.96500,-52.16400
A16BC,Doutor Maurício Cardoso,BR,Brazil,Rio Grande do Sul,Doutor Maurício Cardoso,America/Sao_Paulo,-27.50583,-54.36083
7D71A,São João da Ponta,BR,Brazil,Pará,São João da Ponta,America/Belem,-0.85000,-47.92000
4E2E8,Flores do Piauí,BR,Brazil,Piauí,Flores do Piauí,America/Fortaleza,-7.79083,-42.92695
E4B85,Várzea Grande,BR,Brazil,Piauí,Várzea Grande,America/Fortaleza,-6.54500,-42.24583
EC2F0,Cravolândia,BR,Brazil,Bahia,Cravolândia,America/Bahia,-13.35889,-39.81500
AB822,Fénix,BR,Brazil,Paraná,Fénix,America/Sao_Paulo,-23.91583,-51.97889
471A6,Gavião,BR,Brazil,Bahia,Gavião,America/Bahia,-11.47083,-39.78389
21CDA,Jurema,BR,Brazil,Piauí,Jurema,America/Fortaleza,-9.23083,-43.12778
E3E16,Santa Teresinha,BR,Brazil,Paraíba,Santa Teresinha,America/Fortaleza,-7.08400,-37.44200
1E105,Vila Maria,BR,Brazil,Rio Grande do Sul,Vila Maria,America/Sao_Paulo,-28.53500,-52.15389
331F8,São Félix de Balsas,BR,Brazil,Maranhão,São Félix de Balsas,America/Fortaleza,-7.08278,-44.81278
5F80F,Miraguaí,BR,Brazil,Rio Grande do Sul,Miraguaí,America/Sao_Paulo,-27.49389,-53.68583
31306,Lagoa,BR,Brazil,Paraíba,Lagoa,America/Fortaleza,-6.57083,-37.91583
3E993,São Lourenço do Piauí,BR,Brazil,Piauí,São Lourenço do Piauí,America/Fortaleza,-9.16889,-42.54500
3F79E,Itacuruba,BR,Brazil,Pernambuco,Itacuruba,America/Recife,-8.72500,-38.68600
D0569,Francisco Ayres,BR,Brazil,Piauí,Francisco Ayres,America/Fortaleza,-6.62278,-42.69278
ECC70,Contendas do Sincorá,BR,Brazil,Bahia,Contendas do Sincorá,America/Bahia,-13.76278,-41.04083
A1186,Arabutã,BR,Brazil,Santa Catarina,Arabutã,America/Sao_Paulo,-27.16000,-52.14195
B3768,Rio Branco,BR,Brazil,Mato Grosso,Rio Branco,America/Cuiaba,-15.23600,-58.11800
8CE97,Maçambara,BR,Brazil,Rio Grande do Sul,Maçambara,America/Sao_Paulo,-29.14278,-56.06500
AE780,São Bentinho,BR,Brazil,Paraíba,São Bentinho,America/Fortaleza,-6.90083,-37.72889
3FF78,Turvânia,BR,Brazil,Goiás,Turvânia,America/Sao_Paulo,-16.61389,-50.13389
A9CF4,Salto Veloso,BR,Brazil,Santa Catarina,Salto Veloso,America/Sao_Paulo,-26.90500,-51.40583
8B50F,Canabrava do Norte,BR,Brazil,Mato Grosso,Canabrava do Norte,America/Cuiaba,-11.05389,-51.83083
96093,Morro Cabeça no Tempo,BR,Brazil,Piauí,Morro Cabeça no Tempo,America/Fortaleza,-9.72500,-43.90083
BE37A,Ponte Alta,BR,Brazil,Santa Catarina,Ponte Alta,America/Sao_Paulo,-27.48389,-50.38000
25A56,São Braz do Piauí,BR,Brazil,Piauí,São Braz do Piauí,America/Fortaleza,-8.96195,-43.00389
D9E04,São João da Varjota,BR,Brazil,Piauí,São João da Varjota,America/Fortaleza,-6.94195,-41.89000
68886,Nova Santa Helena,BR,Brazil,Mato Grosso,Nova Santa Helena,America/Cuiaba,-10.90000,-55.00000
774B3,Divinópolis de Goiás,BR,Brazil,Goiás,Divinópolis de Goiás,America/Sao_Paulo,-13.29500,-46.39278
C7ADA,Eliseu Martins,BR,Brazil,Piauí,Eliseu Martins,America/Fortaleza,-8.09695,-43.66389
BE4F1,Witmarsum,BR,Brazil,Santa Catarina,Witmarsum,America/Sao_Paulo,-26.92583,-49.79583
1A8EE,Monte Horebe,BR,Brazil,Paraíba,Monte Horebe,America/Fortaleza,-7.21500,-38.58584
B9974,Divina Pastora,BR,Brazil,Sergipe,Divina Pastora,America/Maceio,-10.68889,-37.14778
143E6,Jaborá,BR,Brazil,Santa Catarina,Jaborá,America/Sao_Paulo,-27.17583,-51.73389
D466D,Pareci Novo,BR,Brazil,Rio Grande do Sul,Pareci Novo,America/Sao_Paulo,-29.63778,-51.39778
463CF,Porto Lucena,BR,Brazil,Rio Grande do Sul,Porto Lucena,America/Sao_Paulo,-27.85583,-55.01584
7A4A0,Paraíso,BR,Brazil,Santa Catarina,Paraíso,America/Sao_Paulo,-26.61389,-53.67194
1BA58,Palestina,BR,Brazil,Alagoas,Palestina,America/Maceio,-9.67195,-37.32917
B87D8,Fazenda Vilanova,BR,Brazil,Rio Grande do Sul,Fazenda Vilanova,America/Sao_Paulo,-29.58889,-51.82500
DB4EB,Messias Targino,BR,Brazil,Rio Grande do Norte,Messias Targino,America/Fortaleza,-6.07889,-37.51389
83865,Nova Iorque,BR,Brazil,Maranhão,Nova Iorque,America/Fortaleza,-6.73389,-44.04389
4C0C5,Sampaio,BR,Brazil,Tocantins,Sampaio,America/Araguaina,-5.34778,-47.87278
AA0A2,David Canabarro,BR,Brazil,Rio Grande do Sul,David Canabarro,America/Sao_Paulo,-28.38778,-51.84778
5B44C,Marcelino Ramos,BR,Brazil,Rio Grande do Sul,Marcelino Ramos,America/Sao_Paulo,-27.46195,-51.90583
5668A,Novo Barreiro,BR,Brazil,Rio Grande do Sul,Novo Barreiro,America/Sao_Paulo,-27.90889,-53.10778
3C41D,Parecis,BR,Brazil,Rondônia,Parecis,America/Porto_Velho,-12.19611,-61.60139
A842D,Dona Emma,BR,Brazil,Santa Catarina,Dona Emma,America/Sao_Paulo,-26.98500,-49.72583
BE3C5,Olho d'Água Grande,BR,Brazil,Alagoas,Olho d'Água Grande,America/Maceio,-10.05778,-36.81694
1ABF3,Flor da Serra do Sul,BR,Brazil,Paraná,Flor da Serra do Sul,America/Sao_Paulo,-26.25695,-53.30695
E412F,São João do Tigre,BR,Brazil,Paraíba,São João do Tigre,America/Fortaleza,-8.07889,-36.84778
816CF,Nova Palmeira,BR,Brazil,Paraíba,Nova Palmeira,America/Fortaleza,-6.67778,-36.42083
3705A,Guaribas,BR,Brazil,Piauí,Guaribas,America/Fortaleza,-9.39778,-43.68694
649D3,Rodolfo Fernandes,BR,Brazil,Rio Grande do Norte,Rodolfo Fernandes,America/Fortaleza,-5.78778,-38.06000
44DB3,Gouvelândia,BR,Brazil,Goiás,Gouvelândia,America/Sao_Paulo,-18.64195,-50.06583
6872A,Cacaulândia,BR,Brazil,Rondônia,Cacaulândia,America/Porto_Velho,-10.33917,-62.89528
96280,Assunção,BR,Brazil,Paraíba,Assunção,America/Fortaleza,-7.07389,-36.73084
698E2,Barra do Quaraí,BR,Brazil,Rio Grande do Sul,Barra do Quaraí,America/Sao_Paulo,-30.20694,-57.55500
DA9B8,Dueré,BR,Brazil,Tocantins,Dueré,America/Araguaina,-11.34389,-49.27083
286FE,São João da Canabrava,BR,Brazil,Piauí,São João da Canabrava,America/Fortaleza,-6.81695,-41.34278
A4E0C,Presidente Castelo Branco,BR,Brazil,Paraná,Presidente Castelo Branco,America/Sao_Paulo,-23.28200,-52.15800
ABBA7,Coronel João Pessoa,BR,Brazil,Rio Grande do Norte,Coronel João Pessoa,America/Fortaleza,-6.26000,-38.44389
84E41,Araguanã,BR,Brazil,Tocantins,Araguanã,America/Araguaina,-6.58083,-48.64389
8A12A,Bernardo Sayão,BR,Brazil,Tocantins,Bernardo Sayão,America/Araguaina,-7.87389,-48.88778
D0B0D,Pedras Grandes,BR,Brazil,Santa Catarina,Pedras Grandes,America/Sao_Paulo,-28.43583,-49.18500
48E45,Itajá,BR,Brazil,Goiás,Itajá,America/Sao_Paulo,-19.06694,-51.54389
1D2D0,São João do Cariri,BR,Brazil,Paraíba,São João do Cariri,America/Fortaleza,-7.39083,-36.53278
161EE,Coronel José Dias,BR,Brazil,Piauí,Coronel José Dias,America/Fortaleza,-8.81583,-42.51278
77693,São Francisco do Oeste,BR,Brazil,Rio Grande do Norte,São Francisco do Oeste,America/Fortaleza,-5.97500,-38.15194
DB42E,Santo Antônio da Barra,BR,Brazil,Goiás,Santo Antônio da Barra,America/Sao_Paulo,-17.56083,-50.63389
85FDC,Ponte Alta do Bom Jesus,BR,Brazil,Tocantins,Ponte Alta do Bom Jesus,America/Araguaina,-12.09083,-46.47889
3BC15,São José dos Ausentes,BR,Brazil,Rio Grande do Sul,São José dos Ausentes,America/Sao_Paulo,-28.74778,-50.06583
308EA,Nova Santa Bárbara,BR,Brazil,Paraná,Nova Santa Bárbara,America/Sao_Paulo,-23.59695,-50.72389
358E7,São José do Sabugi,BR,Brazil,Paraíba,São José do Sabugi,America/Fortaleza,-6.77583,-36.79889
E3E59,Ramilândia,BR,Brazil,Paraná,Ramilândia,America/Sao_Paulo,-25.12000,-54.02500
39233,Maximiliano de Almeida,BR,Brazil,Rio Grande do Sul,Maximiliano de Almeida,America/Sao_Paulo,-27.63195,-51.80278
9877F,Aceguá,BR,Brazil,Rio Grande do Sul,Aceguá,America/Sao_Paulo,-31.86400,-54.16500
9B40A,Bannach,BR,Brazil,Pará,Bannach,America/Belem,-7.34778,-50.39583
95730,São Pedro da Cipa,BR,Brazil,Mato Grosso,São Pedro da Cipa,America/Cuiaba,-16.00083,-54.92083
558A4,Jardim do Mulato,BR,Brazil,Piauí,Jardim do Mulato,America/Fortaleza,-6.09889,-42.63000
32637,Centro,BR,Brazil,Rio Grande do Norte,Riacho de Santana,America/Fortaleza,-6.26400,-38.31600
110A,Ilópolis,BR,Brazil,Rio Grande do Sul,Ilópolis,America/Sao_Paulo,-28.92695,-52.12389
B5409,Coivaras,BR,Brazil,Piauí,Coivaras,America/Fortaleza,-5.09389,-42.20694
9A3E8,Riacho Frio,BR,Brazil,Piauí,Riacho Frio,America/Fortaleza,-10.12500,-44.95278
C2ABB,Ciríaco,BR,Brazil,Rio Grande do Sul,Ciríaco,America/Sao_Paulo,-28.34389,-51.87583
603CE,Lafaiete Coutinho,BR,Brazil,Bahia,Lafaiete Coutinho,America/Bahia,-13.65583,-40.21278
E5CBC,Arambaré,BR,Brazil,Rio Grande do Sul,Arambaré,America/Sao_Paulo,-30.91500,-51.49778
E90B1,Porteirão,BR,Brazil,Goiás,Porteirão,America/Sao_Paulo,-17.81500,-50.16389
63DB7,Torixoréu,BR,Brazil,Mato Grosso,Torixoréu,America/Cuiaba,-16.19889,-52.55583
6F7B5,Bela Vista do Piauí,BR,Brazil,Piauí,Bela Vista do Piauí,America/Fortaleza,-7.98889,-41.86778
6D4F6,Frutuoso Gomes,BR,Brazil,Rio Grande do Norte,Frutuoso Gomes,America/Fortaleza,-6.15778,-37.84000
86610,Passagem Franca do Piauí,BR,Brazil,Piauí,Passagem Franca do Piauí,America/Fortaleza,-5.85778,-42.44000
BE178,Senador Georgino Avelino,BR,Brazil,Rio Grande do Norte,Senador Georgino Avelino,America/Fortaleza,-6.16278,-35.12278
9FA40,Braço do Trombudo,BR,Brazil,Santa Catarina,Braço do Trombudo,America/Sao_Paulo,-27.35778,-49.88583
3293B,São Sebastião do Tocantins,BR,Brazil,Tocantins,São Sebastião do Tocantins,America/Araguaina,-5.25695,-48.20000
4A285,Vila Boa,BR,Brazil,Goiás,Vila Boa,America/Sao_Paulo,-15.03778,-47.05889
24EE5,Divino das Laranjeiras,BR,Brazil,Minas Gerais,Divino das Laranjeiras,America/Sao_Paulo,-18.77778,-41.47972
E5727,Jundiá,BR,Brazil,Alagoas,Jundiá,America/Maceio,-8.93500,-35.57389
53027,Zortéa,BR,Brazil,Santa Catarina,Zortéa,America/Sao_Paulo,-27.45083,-51.55500
B4D09,Socorro do Piauí,BR,Brazil,Piauí,Socorro do Piauí,America/Fortaleza,-7.86583,-42.49083
3DE4,Santana do Piauí,BR,Brazil,Piauí,Santana do Piauí,America/Fortaleza,-6.94778,-41.51889
C5077,Bom Jesus do Tocantins,BR,Brazil,Tocantins,Bom Jesus do Tocantins,America/Araguaina,-8.96300,-48.16600
98928,Cariri do Tocantins,BR,Brazil,Tocantins,Cariri do Tocantins,America/Araguaina,-11.89083,-49.16083
9FDB9,Brazabrantes,BR,Brazil,Goiás,Brazabrantes,America/Sao_Paulo,-16.43083,-49.38889
53A1D,Jardim,BR,Brazil,Santa Catarina,Modelo,America/Sao_Paulo,-26.77900,-53.05500
52B4B,Paes Landim,BR,Brazil,Piauí,Paes Landim,America/Fortaleza,-7.77778,-42.25583
1810A,Quarto Centenário,BR,Brazil,Paraná,Quarto Centenário,America/Sao_Paulo,-24.27889,-53.07583
715DD,Cruzeiro do Iguaçu,BR,Brazil,Paraná,Cruzeiro do Iguaçu,America/Sao_Paulo,-25.61583,-53.12778
662E6,Nova Santa Rita,BR,Brazil,Piauí,Nova Santa Rita,America/Fortaleza,-8.08695,-42.05195
F260A,Colinas do Sul,BR,Brazil,Goiás,Colinas do Sul,America/Sao_Paulo,-14.15083,-48.07778
72C40,Domingos Mourão,BR,Brazil,Piauí,Domingos Mourão,America/Fortaleza,-4.25389,-41.27000
77725,Taquaral de Goiás,BR,Brazil,Goiás,Taquaral de Goiás,America/Sao_Paulo,-16.05389,-49.60584
632B,Planaltina do Paraná,BR,Brazil,Paraná,Planaltina do Paraná,America/Sao_Paulo,-23.00695,-52.91389
9ABD2,Wall Ferraz,BR,Brazil,Piauí,Wall Ferraz,America/Fortaleza,-7.23278,-41.91000
F05C2,Poço de José de Moura,BR,Brazil,Paraíba,Poço de José de Moura,America/Fortaleza,-6.57500,-38.51194
A05CA,Ribeira do Piauí,BR,Brazil,Piauí,Ribeira do Piauí,America/Fortaleza,-7.69083,-42.71278
29D59,Major Sales,BR,Brazil,Rio Grande do Norte,Major Sales,America/Fortaleza,-6.40583,-38.32389
498F7,São José de Espinharas,BR,Brazil,Paraíba,São José de Espinharas,America/Fortaleza,-6.84694,-37.32583
850BF,Guarani de Goiás,BR,Brazil,Goiás,Guarani de Goiás,America/Sao_Paulo,-13.93583,-46.48000
6C339,Bela Vista da Caroba,BR,Brazil,Paraná,Bela Vista da Caroba,America/Sao_Paulo,-25.88083,-53.66500
D561B,Salgado Filho,BR,Brazil,Paraná,Salgado Filho,America/Sao_Paulo,-26.17000,-53.36083
22D21,Barra d'Alcântara,BR,Brazil,Piauí,Barra d'Alcântara,America/Fortaleza,-6.51694,-42.11389
CB051,Porto Amazonas,BR,Brazil,Paraná,Porto Amazonas,America/Sao_Paulo,-25.54500,-49.89000
B6F22,Edealina,BR,Brazil,Goiás,Edealina,America/Sao_Paulo,-17.42583,-49.66500
86DCB,Pau-d'Arco,BR,Brazil,Tocantins,Pau-d'Arco,America/Araguaina,-7.53972,-49.37222
21DBB,Barcelona,BR,Brazil,Rio Grande do Norte,Barcelona,America/Fortaleza,-5.95083,-35.92584
30EB1,Capivari do Sul,BR,Brazil,Rio Grande do Sul,Capivari do Sul,America/Sao_Paulo,-30.14500,-50.51500
E76FB,Ouro Verde de Goiás,BR,Brazil,Goiás,Ouro Verde de Goiás,America/Sao_Paulo,-16.22000,-49.19278
DD267,Novo Acordo,BR,Brazil,Tocantins,Novo Acordo,America/Araguaina,-9.96278,-47.67695
62118,Capitão Gervásio Oliveira,BR,Brazil,Piauí,Capitão Gervásio Oliveira,America/Fortaleza,-8.49000,-41.82000
E4551,Bom Jesus do Sul,BR,Brazil,Paraná,Bom Jesus do Sul,America/Sao_Paulo,-26.19278,-53.59694
96D9B,Caraúbas,BR,Brazil,Paraíba,Caraúbas,America/Fortaleza,-7.72694,-36.49194
ED121,Munhoz de Melo,BR,Brazil,Paraná,Munhoz de Melo,America/Sao_Paulo,-23.14778,-51.77389
9F5CE,Paraná,BR,Brazil,Rio Grande do Norte,Paraná,America/Fortaleza,-6.48500,-38.31100
D0AF1,Atalaia,BR,Brazil,Paraná,Atalaia,America/Sao_Paulo,-23.15200,-52.05600
26B5D,Pracuúba,BR,Brazil,Amapá,Pracuúba,America/Belem,1.74278,-50.79083
8ABEE,Matrinchã,BR,Brazil,Goiás,Matrinchã,America/Sao_Paulo,-15.44389,-50.74583
2506A,Riachinho,BR,Brazil,Tocantins,Riachinho,America/Sao_Paulo,-16.23000,-45.99194
5EE7,Feliz Deserto,BR,Brazil,Alagoas,Feliz Deserto,America/Maceio,-10.29195,-36.30583
A2022,Marques de Souza,BR,Brazil,Rio Grande do Sul,Marques de Souza,America/Sao_Paulo,-29.32778,-52.09278
2DECA,Passa-Sete,BR,Brazil,Rio Grande do Sul,Passa-Sete,America/Sao_Paulo,-29.45278,-52.96084
2D2DB,Santa Rosa de Lima,BR,Brazil,Sergipe,Santa Rosa de Lima,America/Maceio,-10.64600,-37.19800
7D562,Campo Bonito,BR,Brazil,Paraná,Campo Bonito,America/Sao_Paulo,-25.03083,-52.99278
9B5B4,Passos Maia,BR,Brazil,Santa Catarina,Passos Maia,America/Sao_Paulo,-26.78000,-52.05889
5DA4B,São José das Palmeiras,BR,Brazil,Paraná,São José das Palmeiras,America/Sao_Paulo,-24.83778,-54.06389
B3236,Bom Jardim da Serra,BR,Brazil,Santa Catarina,Bom Jardim da Serra,America/Sao_Paulo,-28.33695,-49.62500
F30AA,Prata,BR,Brazil,Paraíba,Prata,America/Fortaleza,-7.69083,-37.08000
1407B,Iraceminha,BR,Brazil,Santa Catarina,Iraceminha,America/Sao_Paulo,-26.82278,-53.27389
3295E,Mariana Pimentel,BR,Brazil,Rio Grande do Sul,Mariana Pimentel,America/Sao_Paulo,-30.35278,-51.58278
CE4DD,Água Santa,BR,Brazil,Rio Grande do Sul,Água Santa,America/Sao_Paulo,-28.17695,-52.03389
F981,Rio Quente,BR,Brazil,Goiás,Rio Quente,America/Sao_Paulo,-17.77389,-48.77278
C0822,Chiapetta,BR,Brazil,Rio Grande do Sul,Chiapetta,America/Sao_Paulo,-27.92278,-53.94083
AED82,Pau-d'Arco do Piauí,BR,Brazil,Piauí,Pau-d'Arco do Piauí,America/Fortaleza,-5.27583,-42.40500
DEC24,Brejo do Piauí,BR,Brazil,Piauí,Brejo do Piauí,America/Fortaleza,-8.21389,-42.82583
3CB8A,Quinze de Novembro,BR,Brazil,Rio Grande do Sul,Quinze de Novembro,America/Sao_Paulo,-28.74195,-53.09500
E169,Cromínia,BR,Brazil,Goiás,Cromínia,America/Sao_Paulo,-17.28889,-49.37944
89B41,Lidianópolis,BR,Brazil,Paraná,Lidianópolis,America/Sao_Paulo,-24.10889,-51.65278
314C3,Campina do Simão,BR,Brazil,Paraná,Campina do Simão,America/Sao_Paulo,-25.07889,-51.82695
78F89,Lajedão,BR,Brazil,Bahia,Lajedão,America/Bahia,-17.61389,-40.34500
11FD9,Conceição do Tocantins,BR,Brazil,Tocantins,Conceição do Tocantins,America/Araguaina,-12.21889,-47.29778
ED7E6,Araguaiana,BR,Brazil,Mato Grosso,Araguaiana,America/Cuiaba,-15.73389,-51.83139
74B60,Cumbe,BR,Brazil,Sergipe,Cumbe,America/Maceio,-10.35500,-37.18278
39D59,Campos Verdes,BR,Brazil,Goiás,Campos Verdes,America/Sao_Paulo,-14.25778,-49.65778
A18EA,Cotiporã,BR,Brazil,Rio Grande do Sul,Cotiporã,America/Sao_Paulo,-28.99389,-51.69584
988FA,Palminópolis,BR,Brazil,Goiás,Palminópolis,America/Sao_Paulo,-16.79583,-50.16500
3D14B,Vila Nova do Sul,BR,Brazil,Rio Grande do Sul,Vila Nova do Sul,America/Sao_Paulo,-30.34389,-53.88278
3574,Rianápolis,BR,Brazil,Goiás,Rianápolis,America/Sao_Paulo,-15.44694,-49.51000
6BB0,Poço Dantas,BR,Brazil,Paraíba,Poço Dantas,America/Fortaleza,-6.40278,-38.49500
E5F45,Treviso,BR,Brazil,Santa Catarina,Treviso,America/Sao_Paulo,-28.51583,-49.45778
3C19B,Damianópolis,BR,Brazil,Goiás,Damianópolis,America/Sao_Paulo,-14.56389,-46.17695
193BA,União do Sul,BR,Brazil,Mato Grosso,União do Sul,America/Cuiaba,-11.53278,-54.35278
33532,São Bento do Trairi,BR,Brazil,Rio Grande do Norte,São Bento do Trairi,America/Fortaleza,-6.34194,-36.08695
548DF,Conquista d'Oeste,BR,Brazil,Mato Grosso,Conquista d'Oeste,America/Cuiaba,-14.55778,-59.57195
8B9B7,Sandolândia,BR,Brazil,Tocantins,Sandolândia,America/Araguaina,-12.53694,-49.92500
C476,Pinhal Grande,BR,Brazil,Rio Grande do Sul,Pinhal Grande,America/Sao_Paulo,-29.34583,-53.30695
B4AAB,Paquetá,BR,Brazil,Piauí,Paquetá,America/Fortaleza,-7.10389,-41.70389
5421C,Jundiá,BR,Brazil,Rio Grande do Norte,Jundiá,America/Fortaleza,-6.26900,-35.32800
549F2,Canhoba,BR,Brazil,Sergipe,Canhoba,America/Maceio,-10.13833,-36.98472
36B2A,Cerro Branco,BR,Brazil,Rio Grande do Sul,Cerro Branco,America/Sao_Paulo,-29.65389,-52.93389
213C4,Nova Brasilândia,BR,Brazil,Mato Grosso,Nova Brasilândia,America/Cuiaba,-14.95694,-54.96583
A734C,Rio Branco do Ivaí,BR,Brazil,Paraná,Rio Branco do Ivaí,America/Sao_Paulo,-24.32389,-51.31278
7FA7,Campestre de Goiás,BR,Brazil,Goiás,Campestre de Goiás,America/Sao_Paulo,-16.76194,-49.69389
427A3,Brasilândia do Sul,BR,Brazil,Paraná,Brasilândia do Sul,America/Sao_Paulo,-24.19695,-53.52500
F1822,Putinga,BR,Brazil,Rio Grande do Sul,Putinga,America/Sao_Paulo,-29.00194,-52.15389
72E1C,Virmond,BR,Brazil,Paraná,Virmond,America/Sao_Paulo,-25.38083,-52.19889
6FDB1,Pedra Branca,BR,Brazil,Paraíba,Pedra Branca,America/Fortaleza,-7.42694,-38.06778
25F7D,Ibiquera,BR,Brazil,Bahia,Ibiquera,America/Bahia,-12.65083,-40.93389
A775E,Pejuçara,BR,Brazil,Rio Grande do Sul,Pejuçara,America/Sao_Paulo,-28.42278,-53.65583
2D0C4,Jaboticaba,BR,Brazil,Rio Grande do Sul,Jaboticaba,America/Sao_Paulo,-27.63083,-53.27694
C82B4,Araçu,BR,Brazil,Goiás,Araçu,America/Sao_Paulo,-16.35778,-49.68083
8073A,Varjão,BR,Brazil,Goiás,Varjão,America/Sao_Paulo,-17.04500,-49.63083
AB9B5,Ibarama,BR,Brazil,Rio Grande do Sul,Ibarama,America/Sao_Paulo,-29.41889,-53.13500
AE71E,Vista Serrana,BR,Brazil,Paraíba,Vista Serrana,America/Fortaleza,-6.73778,-37.56694
55F1C,Montividiu do Norte,BR,Brazil,Goiás,Montividiu do Norte,America/Sao_Paulo,-13.11111,-48.60278
5B319,Ibirapuitã,BR,Brazil,Rio Grande do Sul,Ibirapuitã,America/Sao_Paulo,-28.62389,-52.51083
D224D,Corumbataí do Sul,BR,Brazil,Paraná,Corumbataí do Sul,America/Sao_Paulo,-24.10083,-52.12000
5EA4A,Campinaçu,BR,Brazil,Goiás,Campinaçu,America/Sao_Paulo,-13.79000,-48.57084
48D95,Prado Ferreira,BR,Brazil,Paraná,Prado Ferreira,America/Sao_Paulo,-23.03889,-51.44194
AA30D,Jaquirana,BR,Brazil,Rio Grande do Sul,Jaquirana,America/Sao_Paulo,-28.88500,-50.35778
98B03,Leópolis,BR,Brazil,Paraná,Leópolis,America/Sao_Paulo,-23.08000,-50.75083
4EE67,Olho-d'Água do Borges,BR,Brazil,Rio Grande do Norte,Olho-d'Água do Borges,America/Fortaleza,-5.95583,-37.70583
7D183,Rio Crespo,BR,Brazil,Rondônia,Rio Crespo,America/Porto_Velho,-9.70222,-62.89972
62410,Tunas,BR,Brazil,Rio Grande do Sul,Tunas,America/Sao_Paulo,-29.10600,-52.95700
5C261,Taquarussu,BR,Brazil,Mato Grosso do Sul,Taquarussu,America/Campo_Grande,-22.49000,-53.35200
